   MB       Rsize        avg              max                  min
  10.0  8.388608E7  578.9420403244411  752.060529224842  317.5350481532925
  10.0  8.388608E7  589.6660225258539  757.1506003675992  357.0327340935147
  10.0  8.388608E7  567.5257769781193  740.593069890097  304.8606006596583
  10.0  8.388608E7  580.5108475667665  751.5538487847244  328.7599170443693
  10.0  8.388608E7  581.3847882118494  751.3577606688496  332.49539379092926
  10.0  8.388608E7  573.7566858616827  745.723780892921  311.61598707439236
  10.0  8.388608E7  573.019752342662  744.127067185771  322.304995828965
  10.0  8.388608E7  586.0153743528853  757.8448439592543  329.0237761219259
  10.0  8.388608E7  574.0646773109387  741.7759393872657  335.45336409885545
  10.0  8.388608E7  586.7920860445521  754.2743904454508  346.1951157640771
  10.0  8.388608E7  590.8449364056514  764.5266974460558  328.4697554373381
  10.0  8.388608E7  575.0193809602541  750.017519726523  306.3505129686383
  10.0  8.388608E7  579.5457406933541  753.4572429525132  306.61146411079505
  10.0  8.388608E7  566.923954870253  740.3117299345348  303.04753730316816
  10.0  8.388608E7  579.9649252569076  754.16715500021  315.11845593290167
  10.0  8.388608E7  587.4743482357384  752.8370454092442  364.9793573604157
  10.0  8.388608E7  590.706928737531  758.4911786476637  351.08184496682213
  10.0  8.388608E7  575.0115543842332  751.4176960719392  294.4683449631185
  10.0  8.388608E7  589.8239553213891  760.2843200907735  339.98790258356235
  10.0  8.388608E7  577.7833635903346  749.3979171774089  322.18796461493014
  10.0  8.388608E7  579.689874670174  756.6013800247148  303.53111170027466
  10.0  8.388608E7  578.4300303655735  749.420043354881  323.39436098797927
  10.0  8.388608E7  576.0332433557643  750.5470291532105  307.7351247175542
  10.0  8.388608E7  576.9511264932144  756.8627087259022  288.5473754010983
  10.0  8.388608E7  581.1212702411889  749.6845684300486  343.1417835029935
  10.0  8.388608E7  576.4389103085016  745.4032869616268  330.9433511931392
  10.0  8.388608E7  576.290991623902  751.1070550730152  306.5260853411186
  10.0  8.388608E7  570.6865646938853  739.7098240592554  325.32068370773294
  10.0  8.388608E7  578.3328384270513  754.400586381421  301.8464730998455
  10.0  8.388608E7  578.2259245219228  750.7985785021176  317.4500767986669
  10.0  8.388608E7  591.3484905326616  757.1900509561684  363.1561408998959
  10.0  8.388608E7  580.4234704214377  757.0555506990522  308.8834435932653
  10.0  8.388608E7  583.2578461983852  753.3333812573269  336.8562725206338
  10.0  8.388608E7  579.6933709834223  750.0998723037306  328.1724964352528
  10.0  8.388608E7  586.0311442232176  756.0382874258157  337.7899680269987
